Height restriction (m);Height restriction (imperial);Easting;Northing;Grid Reference;Lat;Lng;Borough;Road name
Between 3.1 and 3.5;"Between 9'10"" and 11'6""";534792;182365;TQ3479282365;51,524122;-0,058449269;Tower Hamlets;Collingwood Street
Between 3.1 and 3.5;"Between 9'10"" and 11'6""";534799;182322;TQ3479982322;51,523734;-0,058364868;Tower Hamlets;Collingwood Street
Between 3.1 and 3.5;"Between 9'10"" and 11'6""";526465;180979;TQ2646580979;51,51359;-0,17890738;Westminster;Unbrook Mews North
Between 3.1 and 3.5;"Between 9'10"" and 11'6""";528801;181982;TQ2880181982;51,522077;-0,14489591;Westminster;Bridford Mews
Between 3.1 and 3.5;"Between 9'10"" and 11'6""";530640;180774;TQ3064080774;51,510799;-0,11885173;Westminster;Kingsway Tunnel
Between 3.1 and 3.5;"Between 9'10"" and 11'6""";552397;174704;TQ5239774704;51,450817;0,19182355;Bexley;Maiden Lane
Between 3.1 and 3.5;"Between 9'10"" and 11'6""";530446;182780;TQ3044682780;51,528871;-0,12090381;Camden;Car park access
Between 3.1 and 3.5;"Between 9'10"" and 11'6""";530782;182591;TQ3078282591;51,527095;-0,11613301;Camden;Fleet Square
Between 3.1 and 3.5;"Between 9'10"" and 11'6""";530391;182863;TQ3039182863;51,52963;-0,12166552;Camden;Car park access
Between 3.1 and 3.5;"Between 9'10"" and 11'6""";526026;179637;TQ2602679637;51,501628;-0,18570953;Kensington and Chelsea;Car park access
Between 3.1 and 3.5;"Between 9'10"" and 11'6""";523304;169314;TQ2330469314;51,409453;-0,22850078;Merton;Raynes Park Bridge
Between 3.1 and 3.5;"Between 9'10"" and 11'6""";523301;169327;TQ2330169327;51,40957;-0,22853937;Merton;Coombe Lane
Between 3.1 and 3.5;"Between 9'10"" and 11'6""";534733;182349;TQ3473382349;51,523992;-0,059305307;Tower Hamlets;Barnsley St
Between 3.1 and 3.5;"Between 9'10"" and 11'6""";534737;182309;TQ3473782309;51,523632;-0,059262968;Tower Hamlets;Barnsley St
Between 3.1 and 3.5;"Between 9'10"" and 11'6""";538912;188352;TQ3891288352;51,576923;0,0032616714;Waltham Forest;Hospital Road - Whipps Cross Hospital
Between 3.1 and 3.5;"Between 9'10"" and 11'6""";525676;192355;TQ2567692355;51,616001;-0,18620776;Barnet;Holden Road
Between 3.1 and 3.5;"Between 9'10"" and 11'6""";532693;162945;TQ3269362945;51,350099;-0,095958041;Croydon;Sanderstead Road
Between 3.1 and 3.5;"Between 9'10"" and 11'6""";533026;167725;TQ3302667725;51,392978;-0,089391691;Croydon;Dagnall Park
Between 3.1 and 3.5;"Between 9'10"" and 11'6""";533019;167702;TQ3301967702;51,392773;-0,089500854;Croydon;Dagnall Park
Between 3.1 and 3.5;"Between 9'10"" and 11'6""";535700;184949;TQ3570084949;51,547125;-0,044374127;Hackney;Digby Road
Between 3.1 and 3.5;"Between 9'10"" and 11'6""";535133;187140;TQ3513387140;51,56695;-0,051704888;Hackney;Leaside Road
Between 3.1 and 3.5;"Between 9'10"" and 11'6""";523239;179251;TQ2323979251;51,498773;-0,22597619;Hammersmith and Fulham;Trussley Road
Between 3.1 and 3.5;"Between 9'10"" and 11'6""";522553;187561;TQ2255387561;51,573605;-0,23296392;Barnet;Brent Park Road
Between 3.1 and 3.5;"Between 9'10"" and 11'6""";522532;187543;TQ2253287543;51,573448;-0,23327307;Barnet;Brent Park Road
Between 3.1 and 3.5;"Between 9'10"" and 11'6""";522944;184955;TQ2294484955;51,5501;-0,22823523;Brent;Park Avenue North
Between 3.1 and 3.5;"Between 9'10"" and 11'6""";522954;184998;TQ2295484998;51,550484;-0,22807607;Brent;Park Avenue North
Between 3.1 and 3.5;"Between 9'10"" and 11'6""";529378;182010;TQ2937882010;51,522197;-0,13657366;Camden;Car park access
Between 3.1 and 3.5;"Between 9'10"" and 11'6""";520870;178789;TQ2087078789;51,495132;-0,26024569;Ealing;Fishers Lane
Between 3.1 and 3.5;"Between 9'10"" and 11'6""";520875;178752;TQ2087578752;51,494798;-0,26018636;Ealing;Fishers Lane
Between 3.1 and 3.5;"Between 9'10"" and 11'6""";535354;184959;TQ3535484959;51,547298;-0,049357064;Hackney;Link Street
Between 3.1 and 3.5;"Between 9'10"" and 11'6""";533653;189870;TQ3365389870;51,591834;-0,072007123;Haringey;Forster Road
Between 3.1 and 3.5;"Between 9'10"" and 11'6""";533750;190447;TQ3375090447;51,596996;-0,070387962;Haringey;Pembury Road
Between 3.1 and 3.5;"Between 9'10"" and 11'6""";526706;176396;TQ2670676396;51,472349;-0,17707997;Wandsworth;Lombard Road
Between 3.1 and 3.5;"Between 9'10"" and 11'6""";526715;176391;TQ2671576391;51,472302;-0,17695225;Wandsworth;Lombard Road
Between 3.1 and 3.5;"Between 9'10"" and 11'6""";527467;176159;TQ2746776159;51,470049;-0,16621452;Wandsworth;Cabul Road
Between 3.1 and 3.5;"Between 9'10"" and 11'6""";526469;181258;TQ2646981258;51,516097;-0,17874976;Westminster;Eastbourne Mews
Between 3.1 and 3.5;"Between 9'10"" and 11'6""";527646;182213;TQ2764682213;51,524415;-0,16145084;Westminster;Huntsworth Mews
Between 3.1 and 3.5;"Between 9'10"" and 11'6""";529431;181446;TQ2943181446;51,517116;-0,13601713;Westminster;Berners Mews
Between 3.1 and 3.5;"Between 9'10"" and 11'6""";532963;180881;TQ3296380881;51,511219;-0,085356585;City of London;Talbot Court
Up to 3.0;"Up to 9'10""";549193;173354;TQ4919373354;51,439539;0,14517985;Bexley;Manor Way
Up to 3.0;"Up to 9'10""";533627;192289;TQ3362792289;51,613578;-0,07146139;Enfield;Car park access
Up to 3.0;"Up to 9'10""";533501;192285;TQ3350192285;51,613572;-0,073281584;Enfield;Car park access
Up to 3.0;"Up to 9'10""";507562;175765;TQ0756275765;51,470637;-0,4527892;Hillingdon;Car park access
Up to 3.0;"Up to 9'10""";525753;178018;TQ2575378018;51,487139;-0,19021693;Kensington and Chelsea;Car park access
Up to 3.0;"Up to 9'10""";520762;168438;TQ2076268438;51,402126;-0,26532988;Kingston upon Thames;Elm Road
Up to 3.0;"Up to 9'10""";535277;181977;TQ3527781977;51,520519;-0,051611465;Tower Hamlets;Assembly Passage
Up to 3.0;"Up to 9'10""";528115;176188;TQ2811576188;51,470163;-0,15687977;Wandsworth;Culvert Road
Up to 3.0;"Up to 9'10""";528085;176235;TQ2808576235;51,470592;-0,15729443;Wandsworth;Culvert Road
Up to 3.0;"Up to 9'10""";549842;187970;TQ4984287970;51,570694;0,16071477;Havering;Jutsums Lane
Up to 3.0;"Up to 9'10""";531755;175681;TQ3175575681;51,464772;-0,10469277;Lambeth;Belinda Road
Up to 3.0;"Up to 9'10""";530970;180014;TQ3097080014;51,503893;-0,11438115;Lambeth;Car park access
Up to 3.0;"Up to 9'10""";536375;175840;TQ3637575840;51,465107;-0,038164814;Lewisham;Mantle Road
Up to 3.0;"Up to 9'10""";525087;163558;TQ2508763558;51,357332;-0,20490313;Sutton;York Road
Up to 3.0;"Up to 9'10""";534926;182367;TQ3492682367;51,524108;-0,056518171;Tower Hamlets;Coventry Road
Up to 3.0;"Up to 9'10""";541492;168692;TQ4149268692;51,399621;0,032596405;Bromley;Homesdale Road
Up to 3.0;"Up to 9'10""";529377;181889;TQ2937781889;51,52111;-0,13663245;Camden;Car park access
Up to 3.0;"Up to 9'10""";534411;193418;TQ3441193418;51,623537;-0,059712588;Enfield;Car park access
Up to 3.0;"Up to 9'10""";531800;183942;TQ3180083942;51,538999;-0,10096167;Islington;Dagmar Terrace
Up to 3.0;"Up to 9'10""";518593;169575;TQ1859369575;51,412802;-0,2961164;Kingston upon Thames;Queen Elizabeth Road
Up to 3.0;"Up to 9'10""";535850;177640;TQ3585077640;51,481409;-0,045026443;Lewisham;Cold Blow Lane
Up to 3.0;"Up to 9'10""";535883;177649;TQ3588377649;51,481482;-0,044548051;Lewisham;Cold Blow Lane
Up to 3.0;"Up to 9'10""";530401;180531;TQ3040180531;51,50867;-0,12238355;Westminster;Lower Robert Street
Up to 3.0;"Up to 9'10""";533120;171581;TQ3312071581;51,427608;-0,086595281;Lambeth;Bon Marche Mews
Up to 3.0;"Up to 9'10""";538335;191806;TQ3833591806;51,608102;-0,003699265;Waltham Forest;Tesco Carpark - Highams Park
Up to 3.0;"Up to 9'10""";525766;174310;TQ2576674310;51,453812;-0,19134813;Wandsworth;Car park access
Up to 3.0;"Up to 9'10""";524544;184712;TQ2454484712;51,547565;-0,20525729;Brent;Car park access
Up to 3.0;"Up to 9'10""";531163;169431;TQ3116369431;51,408742;-0,11552306;Croydon;Manor Farm Road
Up to 3.0;"Up to 9'10""";540732;176846;TQ4073276846;51,473081;0,024916427;Greenwich;Car park access
Up to 3.0;"Up to 9'10""";505651;183781;TQ0565183781;51,543047;-0,47789305;Hillingdon;Cricket Field Road
Up to 3.0;"Up to 9'10""";505648;183771;TQ0564883771;51,542958;-0,47793929;Hillingdon;Cricket Field Road
Up to 3.0;"Up to 9'10""";539591;181551;TQ3959181551;51,515643;0,010358189;Newham;Car park access
Up to 3.0;"Up to 9'10""";519167;185437;TQ1916785437;51,555241;-0,28251909;Brent;Car park access
Up to 3.0;"Up to 9'10""";519148;185466;TQ1914885466;51,555506;-0,2827832;Brent;Car park access
Up to 3.0;"Up to 9'10""";507997;174423;TQ0799774423;51,458492;-0,44693838;Hillingdon;Salisbury Road
Up to 3.0;"Up to 9'10""";508007;174415;TQ0800774415;51,458419;-0,44679694;Hillingdon;Salisbury Road
Up to 3.0;"Up to 9'10""";507984;174432;TQ0798474432;51,458576;-0,44712268;Hillingdon;Salisbury Road
Up to 3.0;"Up to 9'10""";507663;175890;TQ0766375890;51,471742;-0,4512976;Hillingdon;Car park access
Up to 3.0;"Up to 9'10""";543572;178659;TQ4357278659;51,48866;0,066515762;Greenwich;Car park access
Up to 3.0;"Up to 9'10""";507532;176150;TQ0753276150;51,474103;-0,45310392;Hillingdon;Inner Ring West
Up to 3.0;"Up to 9'10""";507537;176781;TQ0753776781;51,479774;-0,45284008;Hillingdon;Tunnel Road East
Up to 3.0;"Up to 9'10""";525009;179331;TQ2500979331;51,499103;-0,20046218;Kensington and Chelsea;Car park access
Up to 3.0;"Up to 9'10""";530030;171156;TQ3003071156;51,424505;-0,13117187;Lambeth;Car park access
Up to 3.0;"Up to 9'10""";536038;177996;TQ3603877996;51,484563;-0,042183754;Lewisham;Trundleys Road
Up to 3.0;"Up to 9'10""";536039;178025;TQ3603978025;51,484823;-0,042158199;Lewisham;Trundleys Road
Up to 3.0;"Up to 9'10""";523928;169696;TQ2392869696;51,41275;-0,21940006;Merton;Lower Downs Road
Up to 3.0;"Up to 9'10""";551430;177916;TQ5143077916;51,479936;0,17929262;Bexley;Car park access
Up to 3.0;"Up to 9'10""";518278;187437;TQ1827887437;51,573403;-0,29466363;Brent;Car park access
Up to 3.0;"Up to 9'10""";511115;179458;TQ1111579458;51,503144;-0,40049566;Ealing;Brent Road
Up to 3.0;"Up to 9'10""";533977;196575;TQ3397796575;51,65201;-0,06477088;Enfield;Car park access
Up to 3.0;"Up to 9'10""";535740;195569;TQ3574095569;51,642547;-0,039692832;Enfield;Car park access
Up to 3.0;"Up to 9'10""";533933;194487;TQ3393394487;51,633257;-0,066205001;Enfield;Car park access
Up to 3.0;"Up to 9'10""";534225;183890;TQ3422583890;51,537961;-0,066036498;Hackney;Johnson Close
Up to 3.0;"Up to 9'10""";507459;184055;TQ0745984055;51,545169;-0,45174804;Hillingdon;Car park access
Up to 3.0;"Up to 9'10""";505831;184132;TQ0583184132;51,546168;-0,47519297;Hillingdon;Car park access
Up to 3.0;"Up to 9'10""";505837;184127;TQ0583784127;51,546122;-0,47510798;Hillingdon;Car park access
Up to 3.0;"Up to 9'10""";516432;177246;TQ1643277246;51,482194;-0,32465403;Hounslow;Syon Gate Way
Up to 3.0;"Up to 9'10""";538432;184429;TQ3843284429;51,541789;-0,0052039612;Newham;Car park access
Up to 3.0;"Up to 9'10""";538443;184723;TQ3844384723;51,544428;-0,0049298909;Newham;Car park access
Up to 3.0;"Up to 9'10""";536851;191562;TQ3685191562;51,606272;-0,025211092;Waltham Forest;Trinity Way
Up to 3.0;"Up to 9'10""";536846;191564;TQ3684691564;51,606291;-0,025282468;Waltham Forest;Trinity Way
Up to 3.0;"Up to 9'10""";523165;188106;TQ2316588106;51,57837;-0,22394644;Barnet;Car park access
Up to 3.0;"Up to 9'10""";523038;187941;TQ2303887941;51,576914;-0,22583604;Barnet;Car park access
Up to 3.0;"Up to 9'10""";549502;175065;TQ4950275065;51,454832;0,15034457;Bexley;Car park access
Up to 3.0;"Up to 9'10""";549534;175181;TQ4953475181;51,455865;0,15085379;Bexley;Car park access
Up to 3.0;"Up to 9'10""";549400;175115;TQ4940075115;51,455308;0,14889873;Bexley;Car park access
Up to 3.0;"Up to 9'10""";518878;189637;TQ1887889637;51,593049;-0,28526576;Brent;Car park access
Up to 3.0;"Up to 9'10""";518157;185231;TQ1815785231;51,553602;-0,2971496;Brent;Car park access
Up to 3.0;"Up to 9'10""";520542;183961;TQ2054283961;51,541684;-0,26320095;Brent;Car park access
Up to 3.0;"Up to 9'10""";518803;189592;TQ1880389592;51,59266;-0,28636316;Brent;Car park access
Up to 3.0;"Up to 9'10""";518804;189589;TQ1880489589;51,592633;-0,28634974;Brent;Car park access
Up to 3.0;"Up to 9'10""";518155;185226;TQ1815585226;51,553557;-0,29718012;Brent;Car park access
Up to 3.0;"Up to 9'10""";543818;178763;TQ4381878763;51,489532;0,070098816;Greenwich;Car park access
Up to 3.0;"Up to 9'10""";542754;174947;TQ4275474947;51,455511;0,053243771;Greenwich;Car park access
Up to 3.0;"Up to 9'10""";539758;179191;TQ3975879191;51,494395;0,011829022;Greenwich;Car park access
Up to 3.0;"Up to 9'10""";539861;179296;TQ3986179296;51,495313;0,013353334;Greenwich;Car park access
Up to 3.0;"Up to 9'10""";542753;174951;TQ4275374951;51,455548;0,053231001;Greenwich;Car park access
Up to 3.0;"Up to 9'10""";544536;179176;TQ4453679176;51,49306;0,080602224;Greenwich;Car park access
Up to 3.0;"Up to 9'10""";544577;179127;TQ4457779127;51,492609;0,081172342;Greenwich;Car park access
Up to 3.0;"Up to 9'10""";544586;179226;TQ4458679226;51,493496;0,081342412;Greenwich;Car park access
Up to 3.0;"Up to 9'10""";544595;179128;TQ4459579128;51,492613;0,081431849;Greenwich;Car park access
Up to 3.0;"Up to 9'10""";539227;178423;TQ3922778423;51,487624;0,0038823269;Greenwich;Car park access
Up to 3.0;"Up to 9'10""";523270;178007;TQ2327078007;51,487586;-0,2259639;Hammersmith and Fulham;Car park access
Up to 3.0;"Up to 9'10""";525435;175622;TQ2543575622;51,465676;-0,19564444;Hammersmith and Fulham;Car park access
Up to 3.0;"Up to 9'10""";512045;189550;TQ1204589550;51,593666;-0,38389157;Harrow;Car park access
Up to 3.0;"Up to 9'10""";513706;175372;TQ1370675372;51,465905;-0,36449622;Hounslow;Car park access
Up to 3.0;"Up to 9'10""";517463;177321;TQ1746377321;51,482655;-0,30978859;Hounslow;Car park access
Up to 3.0;"Up to 9'10""";523952;179883;TQ2395279883;51,504297;-0,215488;Kensington and Chelsea;Car park access
Up to 3.0;"Up to 9'10""";541635;180869;TQ4163580869;51,509006;0,039522132;Newham;Lynx Way
Up to 3.0;"Up to 9'10""";542396;183526;TQ4239683526;51,53269;0,05155312;Newham;Car park access
Up to 3.0;"Up to 9'10""";542067;181212;TQ4206781212;51,51198;0,045880934;Newham;Car park access
Up to 3.0;"Up to 9'10""";544513;190716;TQ4451390716;51,596758;0,085006299;Redbridge;Car park access
Up to 3.0;"Up to 9'10""";539932;190953;TQ3993290953;51,600043;0,019007631;Redbridge;Car park access
Up to 3.0;"Up to 9'10""";544581;190318;TQ4458190318;51,593164;0,085823488;Redbridge;Car park access
Up to 3.0;"Up to 9'10""";538086;182876;TQ3808682876;51,527919;-0,010798569;Tower Hamlets;Culvert Drive - Private road
Up to 3.0;"Up to 9'10""";525000;195257;TQ2500095257;51,642231;-0,19493135;Barnet;Car park access
Up to 3.0;"Up to 9'10""";521982;187872;TQ2198287872;51,576524;-0,24109133;Barnet;Car park access
Up to 3.0;"Up to 9'10""";550388;178626;TQ5038878626;51,486593;0,16460084;Bexley;Car park access
Up to 3.0;"Up to 9'10""";517500;185960;TQ1750085960;51,560291;-0,30637807;Brent;Car park access
Up to 3.0;"Up to 9'10""";534974;167700;TQ3497467700;51,392293;-0,061419471;Croydon;Car park access
Up to 3.0;"Up to 9'10""";512253;180155;TQ1225380155;51,509184;-0,3838852;Ealing;Car park access
Up to 3.0;"Up to 9'10""";543280;178972;TQ4328078972;51,491546;0,062439871;Greenwich;Car park access
Up to 3.0;"Up to 9'10""";533089;188550;TQ3308988550;51,580106;-0,080643961;Haringey;Kerswell Close
Up to 3.0;"Up to 9'10""";552935;192628;TQ5293592628;51,611715;0,20733735;Havering;Car park access
Up to 3.0;"Up to 9'10""";506214;179829;TQ0621479829;51,50742;-0,47096786;Hillingdon;Car park access
Up to 3.0;"Up to 9'10""";510118;179806;TQ1011879806;51,506467;-0,41474552;Hillingdon;Car park access
Up to 3.0;"Up to 9'10""";507426;176006;TQ0742676006;51,472829;-0,45467328;Hillingdon;Car park access
Up to 3.0;"Up to 9'10""";506214;179832;TQ0621479832;51,507447;-0,47096696;Hillingdon;Car park access
Up to 3.0;"Up to 9'10""";511211;185462;TQ1121185462;51,557089;-0,39721918;Hillingdon;Car park access
Up to 3.0;"Up to 9'10""";508834;180318;TQ0883480318;51,511317;-0,43308083;Hillingdon;Car park access
Up to 3.0;"Up to 9'10""";507257;189090;TQ0725789090;51,590462;-0,45312481;Hillingdon;Car park access
Up to 3.0;"Up to 9'10""";511206;185458;TQ1120685458;51,557054;-0,39729254;Hillingdon;Car park access
Up to 3.0;"Up to 9'10""";510113;179805;TQ1011379805;51,506459;-0,41481785;Hillingdon;Car park access
Up to 3.0;"Up to 9'10""";509029;191521;TQ0902991521;51,611972;-0,42680114;Hillingdon;Car park access
Up to 3.0;"Up to 9'10""";508577;184290;TQ0857784290;51,547067;-0,43555956;Hillingdon;Car park access
Up to 3.0;"Up to 9'10""";510029;179838;TQ1002979838;51,506772;-0,41601739;Hillingdon;Car park access
Up to 3.0;"Up to 9'10""";508661;189230;TQ0866189230;51,591452;-0,43282267;Hillingdon;Car park access
Up to 3.0;"Up to 9'10""";510156;186161;TQ1015686161;51,563578;-0,41221204;Hillingdon;Car park access
Up to 3.0;"Up to 9'10""";505364;181951;TQ0536481951;51,526652;-0,4825771;Hillingdon;Car park access
Up to 3.0;"Up to 9'10""";509482;180181;TQ0948280181;51,509961;-0,42378935;Hillingdon;Car park access
Up to 3.0;"Up to 9'10""";515581;176422;TQ1558176422;51,474963;-0,33717306;Hounslow;Car park access
Up to 3.0;"Up to 9'10""";511101;175803;TQ1110175803;51,470296;-0,40184621;Hounslow;Fusiliers Way
Up to 3.0;"Up to 9'10""";511074;175842;TQ1107475842;51,470652;-0,40222253;Hounslow;Fusiliers Way
Up to 3.0;"Up to 9'10""";511127;175878;TQ1112775878;51,470965;-0,40144848;Hounslow;Fusiliers Way
Up to 3.0;"Up to 9'10""";511154;175839;TQ1115475839;51,470609;-0,40107216;Hounslow;Fusiliers Way
Up to 3.0;"Up to 9'10""";540882;191734;TQ4088291734;51,606824;0,033028375;Redbridge;Car park access
Up to 3.0;"Up to 9'10""";535337;179778;TQ3533779778;51,500744;-0,05159052;Southwark;Rotherhithe Tunnel
Up to 3.0;"Up to 9'10""";535980;180911;TQ3598080911;51,510771;-0,041896169;Tower Hamlets;Rotherhithe Tunnel
Up to 3.0;"Up to 9'10""";525780;175227;TQ2578075227;51,46205;-0,19082092;Wandsworth;Car park access
Up to 3.0;"Up to 9'10""";528518;179981;TQ2851879981;51,504159;-0,14970149;Westminster;Hamilton Mews
Up to 3.0;"Up to 9'10""";549879;184015;TQ4987984015;51,535149;0,15956436;Barking and Dagenham;Car park access
Up to 3.0;"Up to 9'10""";549126;175127;TQ4912675127;51,455488;0,14496312;Bexley;Car park access
Up to 3.0;"Up to 9'10""";546488;169402;TQ4648869402;51,404734;0,10465696;Bromley;Car park access
Up to 3.0;"Up to 9'10""";534151;197298;TQ3415197298;51,658465;-0,06198013;Enfield;Donkey Lane
Up to 3.0;"Up to 9'10""";536215;193749;TQ3621593749;51,626078;-0,033540046;Enfield;Lee Park Way
Up to 3.0;"Up to 9'10""";553533;184866;TQ5353384866;51,541813;0,21257689;Havering;Car park access
Up to 3.0;"Up to 9'10""";511190;180137;TQ1119080137;51,509232;-0,39920169;Hillingdon;Car park access
Up to 3.0;"Up to 9'10""";505401;184035;TQ0540184035;51,545377;-0,48142072;Hillingdon;Car park access
Up to 3.0;"Up to 9'10""";545898;191062;TQ4589891062;51,59951;0,10513151;Redbridge;Car park access
Up to 3.0;"Up to 9'10""";543335;178930;TQ4333578930;51,491155;0,063214508;Greenwich;Car park access
Up to 3.0;"Up to 9'10""";543341;178920;TQ4334178920;51,491063;0,063296815;Greenwich;Car park access
Up to 3.0;"Up to 9'10""";510520;173328;TQ1052073328;51,448164;-0,41098023;Hounslow;Car park access
Up to 3.0;"Up to 9'10""";508675;179747;TQ0867579747;51,506216;-0,43554691;Hillingdon;Betam Road
Up to 3.0;"Up to 9'10""";534976;188015;TQ3497688015;51,57485;-0,053632835;Waltham Forest;Coppermill Lane Path
